competition,player.url,id,slug,player_name,nickname,firstname,lastname,gender,date_of_birth,place_of_birth,weight,height,international,twitter,instagram,country,team,team.shortname,team.foundation,team.shield,shirt_number,position,photo,stadium,stadium.image,aerial_duels,aerial_duels_lost,aerial_duels_won,appearances,assists_intentional,attempts_from_set_pieces,away_goals,backward_passes,blocked_shots,blocks,catches,clean_sheets,clearances_off_the_line,corners_taken_incl_short_corners,corners_won,crosses_not_claimed,drops,duels,duels_lost,duels_won,fifty_fifty,forward_passes,foul_attempted_tackle,foul_won_penalty,games_played,gk_successful_distribution,gk_unsuccessful_distribution,assists,goalkeeper_smother,goals,goals_conceded,goals_conceded_inside_box,goals_conceded_outside_box,goals_from_inside_box,goals_from_outside_box,ground_duels,ground_duels_lost,ground_duels_won,handballs_conceded,headed_goals,hit_woodwork,home_goals,index,interceptions,key_passes_attempt_assists,last_man_tackle,left_foot_goals,leftside_passes,offsides,open_play_passes,other_goals,own_goal_scored,penalties_conceded,penalties_faced,penalties_off_target,penalties_saved,penalties_taken,penalty_goals,penalty_goals_conceded,punches,putthrough_blocked_distribution,putthrough_blocked_distribution_won,recoveries,red_cards_2nd_yellow,right_foot_goals,rightside_passes,saves_from_penalty,saves_made,saves_made_caught,saves_made_from_inside_box,saves_made_from_outside_box,saves_made_parried,second_goal_assists,set_pieces_goals,shots_off_target_inc_woodwork,shots_on_target_inc_goals,starts,straight_red_cards,substitute_off,substitute_on,successful_corners_into_box,successful_crosses_corners,successful_crosses_open_play,successful_dribbles,successful_fifty_fifty,successful_launches,successful_layoffs,successful_long_passes,successful_open_play_passes,successful_passes_opposition_half,successful_passes_own_half,successful_short_passes,tackles_lost,tackles_won,team_games_played,through_balls,throw_ins_to_opposition_player,throw_ins_to_own_player,minutes_played,times_tackled,total_clearances,total_fouls_conceded,total_fouls_won,total_losses_of_possession,total_passes,red_cards,total_shots,total_successful_passes_excl_crosses_corners,total_tackles,total_touches_in_opposition_box,total_unsuccessful_passes_excl_crosses_corners,touches,unsuccessful_corners_into_box,unsuccessful_crosses_corners,unsuccessful_crosses_open_play,unsuccessful_dribbles,unsuccessful_launches,unsuccessful_layoffs,unsuccessful_long_passes,unsuccessful_passes_opposition_half,unsuccessful_passes_own_half,unsuccessful_short_passes,winning_goal,yellow_cards
LaLiga Santander,https://www.laliga.com/en-ES/player/j-g-campana,1999,j-g-campana,José Campaña,J.g. Campaña,José,Campaña,male,1993-05-31T00:00:00+00:00,Sevilla,70.0,179.0,False,,,ES,Levante UD,LEV,1909-09-07T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/levante.png,24.0,Midfielder,https://assets.laliga.com/squad/2021/t855/p88952/512x556/p88952_t855_2021_1_001_000.png,Estadio Ciutat de València,https://assets.laliga.com/assets/2021/07/21/medium/ae79ef9d1c26baf8602706ba1acef94b.png,35.0,18.0,17.0,20.0,2.0,1.0,0.0,103.0,4.0,2.0,,2.0,,35.0,3.0,,,165.0,78.0,87.0,38.0,293.0,9.0,,20.0,,,2.0,,2.0,28.0,25.0,3.0,2.0,,130.0,60.0,70.0,1.0,,,2.0,49.0,21.0,22.0,,,184.0,1.0,777.0,,,,,,,1.0,,2.0,,27.0,11.0,109.0,,2.0,238.0,,,,,,,,,3.0,6.0,16.0,1.0,8.0,4.0,8.0,9.0,1.0,21.0,20.0,1.0,10.0,39.0,666.0,417.0,295.0,664.0,11.0,16.0,38.0,3.0,1.0,3.0,1428.0,24.0,19.0,17.0,22.0,212.0,818.0,1.0,9.0,703.0,27.0,19.0,115.0,1092.0,20.0,47.0,13.0,14.0,3.0,,25.0,132.0,30.0,90.0,0.0,6.0
LaLiga Santander,https://www.laliga.com/en-ES/player/fontan,12677,fontan,José Fontán,Fontan,José,Fontán,male,2000-02-11T00:00:00+00:00,Vilagarcía de Arousa,,,False,,,ES,RC Celta,CEL,1923-08-23T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/celta.png,19.0,Defender,https://assets.laliga.com/squad/2021/t176/p490862/512x556/p490862_t176_2021_1_001_000.png,Estadio ABANCA Balaídos,https://assets.laliga.com/assets/2019/06/17/medium/0aef263ef366bd0b81369408adb27cd6.png,6.0,2.0,4.0,9.0,,,0.0,31.0,,1.0,,1.0,,,,,,27.0,17.0,10.0,12.0,47.0,6.0,,9.0,,,,,,4.0,3.0,1.0,,,21.0,15.0,6.0,,,,0.0,14.0,10.0,2.0,,,31.0,,190.0,,,1.0,,,,,,,,3.0,2.0,17.0,,,84.0,,,,,,,,,1.0,,3.0,,1.0,6.0,,2.0,2.0,1.0,5.0,3.0,,8.0,162.0,47.0,120.0,157.0,2.0,3.0,38.0,,3.0,3.0,273.0,1.0,10.0,10.0,,36.0,193.0,,1.0,165.0,5.0,1.0,28.0,240.0,,3.0,3.0,,4.0,,13.0,23.0,8.0,15.0,0.0,3.0
LaLiga Santander,https://www.laliga.com/en-ES/player/gaya,722,gaya,José Gayà,Gayà,José,Gayà,male,1995-05-25T00:00:00+00:00,Pedreguer,66.0,172.0,False,https://twitter.com/jose_gaya,https://instagram.com/jose_gaya/,ES,Valencia CF,VAL,1919-03-18T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/valencia.png,14.0,Defender,https://assets.laliga.com/squad/2021/t191/p132105/512x556/p132105_t191_2021_1_001_000.png,Camp de Mestalla,https://assets.laliga.com/assets/2019/06/17/medium/984682326cdbb55f5034778b7690a795.png,23.0,15.0,8.0,24.0,4.0,1.0,1.0,98.0,1.0,3.0,,5.0,,2.0,12.0,,,165.0,85.0,80.0,38.0,230.0,20.0,1.0,24.0,,,4.0,,2.0,32.0,26.0,6.0,1.0,1.0,142.0,70.0,72.0,,,,1.0,38.0,19.0,19.0,,2.0,30.0,4.0,599.0,,,1.0,,,,,,4.0,,36.0,14.0,111.0,1.0,,264.0,,,,,,,2.0,,8.0,9.0,22.0,1.0,4.0,2.0,1.0,23.0,20.0,16.0,23.0,9.0,1.0,46.0,451.0,286.0,208.0,425.0,14.0,21.0,38.0,2.0,30.0,156.0,1874.0,18.0,33.0,34.0,21.0,286.0,622.0,2.0,17.0,471.0,35.0,21.0,151.0,1131.0,1.0,71.0,64.0,13.0,39.0,,82.0,180.0,42.0,69.0,0.0,7.0
LaLiga Santander,https://www.laliga.com/en-ES/player/j-m-gimenez,562,j-m-gimenez,José Giménez,J. M. Giménez,José,Giménez,male,1995-01-20T00:00:00+00:00,Toledo,80.0,185.0,True,https://twitter.com/JoseMaGimenez13,https://instagram.com/josemariagimenez/?hl=es,UY,Atlético de Madrid,ATM,1903-04-26T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/atletico.png,2.0,Defender,https://assets.laliga.com/squad/2021/t175/p151883/512x556/p151883_t175_2021_1_001_000.png,Wanda Metropolitano,https://assets.laliga.com/assets/2019/06/17/medium/935f92c15c4d3442ef3f6d843beba0e1.png,67.0,24.0,43.0,24.0,,,0.0,49.0,2.0,19.0,,9.0,1.0,,,,,136.0,48.0,88.0,27.0,271.0,5.0,,24.0,,,1.0,,1.0,22.0,21.0,1.0,1.0,,69.0,24.0,45.0,,1.0,,1.0,56.0,25.0,4.0,,,258.0,2.0,879.0,,,,,,,,,4.0,,9.0,6.0,99.0,,,345.0,,,,,,,,,11.0,7.0,24.0,,5.0,,,,,8.0,19.0,4.0,,75.0,784.0,202.0,617.0,744.0,6.0,12.0,38.0,,1.0,1.0,2046.0,5.0,94.0,11.0,21.0,123.0,923.0,,18.0,819.0,18.0,26.0,104.0,1176.0,,1.0,1.0,4.0,17.0,,51.0,71.0,34.0,53.0,0.0,8.0
LaLiga Santander,https://www.laliga.com/en-ES/player/jose-luis-friaza,25347,jose-luis-friaza,José Luis Friaza,José Luis Friaza,José Luis,Friaza,male,2002-02-15T00:00:00+00:00,,,,False,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaLiga Santander,https://www.laliga.com/en-ES/player/a-j-morales,167,a-j-morales,José Luis Morales,A. J. Morales,José Luis,Morales,male,1987-07-23T00:00:00+00:00,Madrid,70.0,180.0,False,https://twitter.com/jose1987morales,,ES,Levante UD,LEV,1909-09-07T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/levante.png,11.0,Forward,https://assets.laliga.com/squad/2021/t855/p165375/512x556/p165375_t855_2021_1_001_000.png,Estadio Ciutat de València,https://assets.laliga.com/assets/2021/07/21/medium/ae79ef9d1c26baf8602706ba1acef94b.png,47.0,31.0,16.0,35.0,7.0,2.0,6.0,139.0,20.0,,,4.0,,30.0,46.0,,,380.0,233.0,147.0,80.0,202.0,13.0,1.0,35.0,,,7.0,,13.0,54.0,46.0,8.0,13.0,,333.0,202.0,131.0,3.0,,3.0,7.0,49.0,4.0,29.0,,4.0,108.0,15.0,611.0,,,,,1.0,,5.0,3.0,3.0,,62.0,29.0,132.0,,9.0,179.0,,,,,,,,,25.0,36.0,31.0,,11.0,4.0,9.0,26.0,15.0,64.0,34.0,1.0,22.0,29.0,443.0,339.0,144.0,428.0,10.0,17.0,38.0,6.0,1.0,14.0,2723.0,147.0,5.0,28.0,40.0,528.0,628.0,,61.0,457.0,27.0,157.0,171.0,1334.0,17.0,95.0,73.0,92.0,2.0,2.0,18.0,240.0,26.0,153.0,3.0,7.0
LaLiga Santander,https://www.laliga.com/en-ES/player/jose-macias,19960,jose-macias,José Macías,Macias,José,Macías,male,1999-09-22T00:00:00+00:00,Guadalajara,73.0,177.0,False,,,MX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaLiga Santander,https://www.laliga.com/en-ES/player/jose-manuel-1,23578,jose-manuel-1,José Manuel López Sánchez,Jose Manuel,José Manuel,López Sánchez,male,1999-02-25T00:00:00+00:00,,,,False,,,ES,Levante UD,LEV,1909-09-07T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/levante.png,28.0,Defender,https://assets.laliga.com/squad/2021/t855/p493721/512x556/p493721_t855_2021_1_001_000.png,Estadio Ciutat de València,https://assets.laliga.com/assets/2021/07/21/medium/ae79ef9d1c26baf8602706ba1acef94b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaLiga Santander,https://www.laliga.com/en-ES/player/calderon-1,12721,calderon-1,José Manuel Calderón,Calderon,José Manuel,Calderón,male,2000-01-07T00:00:00+00:00,,,,False,,,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaLiga Santander,https://www.laliga.com/en-ES/player/jose-mari,869,jose-mari,José María Martín-Bejarano Serrano,Jose Mari,José María,Martín-Bejarano Serrano,male,1987-12-06T00:00:00+00:00,Rota,69.0,180.0,False,https://twitter.com/JoseMariRota3,https://instagram.com/josemarirota3/,ES,Cádiz CF,CAD,1910-09-10T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/cadiz.png,6.0,Midfielder,https://assets.laliga.com/squad/2021/t1737/p89592/512x556/p89592_t1737_2021_1_001_000.png,Estadio Nuevo Mirandilla,https://assets.laliga.com/assets/2019/08/12/medium/ec810605f774c1a9a3ed75de01826124.png,11.0,7.0,4.0,11.0,,,0.0,18.0,,1.0,,,,,2.0,,,44.0,18.0,26.0,11.0,51.0,5.0,,11.0,,,,,,3.0,3.0,,,,33.0,11.0,22.0,1.0,,,0.0,100.0,7.0,1.0,,,60.0,,177.0,,,,,,,,,1.0,,4.0,3.0,25.0,1.0,,58.0,,,,,,,,,2.0,2.0,4.0,,4.0,7.0,,,,1.0,4.0,1.0,,16.0,149.0,76.0,81.0,141.0,7.0,7.0,38.0,,,3.0,383.0,3.0,2.0,8.0,7.0,41.0,187.0,1.0,4.0,157.0,14.0,2.0,30.0,252.0,,1.0,1.0,,4.0,,13.0,27.0,4.0,17.0,0.0,1.0
LaLiga Santander,https://www.laliga.com/en-ES/player/jose-angel-carmona,23364,jose-angel-carmona,José Ángel Carmona,Carmona,José Ángel,Carmona,male,2002-01-29T00:00:00+00:00,El Viso del Alcor,,183.0,False,,,ES,Sevilla FC,SEV,1905-10-14T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/sevilla.png,30.0,Defender,https://assets.laliga.com/squad/2021/t179/p545998/512x556/p545998_t179_2021_1_001_000.png,Ramón Sánchez-Pizjuán,https://assets.laliga.com/assets/2021/01/20/medium/5a52ab192cd4e4b1cc3e3a752d99c4e8.png,1.0,1.0,,1.0,,,0.0,,,,,,,,,,,3.0,1.0,2.0,,2.0,,,1.0,,,,,,,,,,,2.0,,2.0,,,,0.0,20.0,1.0,,,,5.0,,8.0,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,5.0,2.0,4.0,5.0,,,38.0,,3.0,1.0,23.0,,,,1.0,6.0,9.0,,,6.0,,1.0,3.0,16.0,,,,,1.0,,1.0,2.0,1.0,2.0,0.0,
LaLiga Santander,https://www.laliga.com/en-ES/player/jose-pozo,2075,jose-pozo,José Pozo,Jose Pozo,José,Pozo,male,1996-03-15T00:00:00+00:00,Fuengirola,67.0,171.0,False,https://twitter.com/joseangelpozo1,https://instagram.com/joseangelpozo1/,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaLiga Santander,https://www.laliga.com/en-ES/player/joao-felix,9304,joao-felix,João Félix Sequeira,João Félix,João Félix,Sequeira,male,1999-11-10T00:00:00+00:00,Viseu,70.0,181.0,False,,,PT,Atlético de Madrid,ATM,1903-04-26T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/atletico.png,7.0,Forward,https://assets.laliga.com/squad/2021/t175/p428399/512x556/p428399_t175_2021_1_001_000.png,Wanda Metropolitano,https://assets.laliga.com/assets/2019/06/17/medium/935f92c15c4d3442ef3f6d843beba0e1.png,39.0,20.0,19.0,24.0,4.0,1.0,4.0,103.0,7.0,1.0,,,,2.0,6.0,,,187.0,75.0,112.0,30.0,127.0,4.0,,24.0,,,4.0,,8.0,22.0,19.0,3.0,7.0,1.0,148.0,55.0,93.0,2.0,1.0,2.0,4.0,89.0,7.0,15.0,,1.0,57.0,9.0,401.0,,,,,,,,,3.0,,15.0,3.0,31.0,1.0,6.0,133.0,,,,,,,,,17.0,15.0,13.0,,9.0,11.0,1.0,3.0,2.0,31.0,15.0,,15.0,24.0,297.0,223.0,95.0,291.0,3.0,2.0,38.0,10.0,1.0,7.0,1264.0,40.0,8.0,15.0,57.0,197.0,420.0,1.0,32.0,315.0,5.0,57.0,105.0,703.0,,15.0,11.0,21.0,2.0,1.0,16.0,106.0,14.0,89.0,2.0,1.0
LaLiga Santander,https://www.laliga.com/en-ES/player/juan-artola,22808,juan-artola,Juan Artola,Artola,Juan,Artola,male,2000-04-07T00:00:00+00:00,Bilbao,,,False,,,ES,Athletic Club,ATH,1898-12-31T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/athletic.png,34.0,Forward,https://assets.laliga.com/squad/2021/t174/p442485/512x556/p442485_t174_2021_1_001_000.png,Estadio San Mamés,https://assets.laliga.com/assets/2019/06/17/medium/f020571f7c260516dfab3b9dc5df6348.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaLiga Santander,https://www.laliga.com/en-ES/player/juan-cala,125,juan-cala,Juan Torres Ruiz,Juan Cala,Juan,Torres Ruiz,male,1989-11-26T00:00:00+00:00,Lebrija,78.0,185.0,False,https://twitter.com/JuanCala_6,https://instagram.com/juancala_6/,ES,Cádiz CF,CAD,1910-09-10T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/cadiz.png,16.0,Defender,https://assets.laliga.com/squad/2021/t1737/p55412/512x556/p55412_t1737_2021_1_001_000.png,Estadio Nuevo Mirandilla,https://assets.laliga.com/assets/2019/08/12/medium/ec810605f774c1a9a3ed75de01826124.png,31.0,15.0,16.0,14.0,,,0.0,19.0,,6.0,,2.0,,,,,,69.0,37.0,32.0,17.0,115.0,6.0,,14.0,,,,,,20.0,19.0,1.0,,,38.0,22.0,16.0,1.0,,,0.0,22.0,12.0,2.0,,,77.0,1.0,275.0,,,2.0,,,,,,2.0,,7.0,6.0,44.0,1.0,,80.0,,,,,,,,,5.0,,10.0,,1.0,4.0,,,,1.0,8.0,3.0,,33.0,202.0,62.0,153.0,182.0,5.0,4.0,38.0,,,1.0,945.0,3.0,56.0,11.0,7.0,85.0,291.0,1.0,5.0,215.0,9.0,7.0,76.0,416.0,,,,,11.0,,40.0,53.0,23.0,36.0,0.0,7.0
LaLiga Santander,https://www.laliga.com/en-ES/player/juan-carlos-arana,25527,juan-carlos-arana,Juan Carlos Arana Gómez,Arana,Juan Carlos,Arana Gómez,male,2000-02-08T00:00:00+00:00,Las Palmas de Gran Canaria,,182.0,False,,,ES,Villarreal CF,VIL,1923-03-10T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/villarreal.png,42.0,Forward,,Estadio de la Cerámica,https://assets.laliga.com/assets/2019/10/03/medium/ac940b8f6681d614e337d20d5bf7f0a8.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaLiga Santander,https://www.laliga.com/en-ES/player/juan-cruz-1,8710,juan-cruz-1,Juan Cruz Álvaro Armado,Juan Cruz,Juan Cruz,Álvaro Armado,male,1992-07-28T00:00:00+00:00,Madrid,79.0,180.0,False,,,ES,CA Osasuna,OSA,1920-11-17T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/osasuna.png,3.0,Defender,https://assets.laliga.com/squad/2021/t450/p93203/512x556/p93203_t450_2021_1_001_000.png,Estadio El Sadar,https://assets.laliga.com/assets/2021/01/20/medium/c1b35f03ff875a4a12c7dcbd477d964a.png,50.0,27.0,23.0,23.0,,,0.0,60.0,1.0,12.0,,6.0,,,3.0,,,133.0,67.0,66.0,24.0,380.0,4.0,,23.0,,,,,,27.0,24.0,3.0,,,83.0,40.0,43.0,,,,0.0,37.0,16.0,3.0,1.0,,151.0,,855.0,,,,,,,,,1.0,,12.0,3.0,124.0,,,288.0,,,,,,,,,2.0,,22.0,,3.0,1.0,,1.0,1.0,10.0,12.0,10.0,,39.0,712.0,286.0,444.0,690.0,7.0,21.0,38.0,1.0,20.0,40.0,1934.0,14.0,55.0,19.0,5.0,203.0,879.0,,2.0,729.0,28.0,6.0,150.0,1132.0,,7.0,7.0,3.0,29.0,,57.0,105.0,52.0,93.0,0.0,4.0
LaLiga Santander,https://www.laliga.com/en-ES/player/juan-flere,12596,juan-flere,Juan Flere,Juan Flere,Juan,Flere,male,1998-05-12T00:00:00+00:00,Bariloche,,182.0,False,,,AR,Cádiz CF,CAD,1910-09-10T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/cadiz.png,26.0,Goalkeeper,https://assets.laliga.com/squad/2021/t1737/p490316/512x556/p490316_t1737_2021_1_001_000.png,Estadio Nuevo Mirandilla,https://assets.laliga.com/assets/2019/08/12/medium/ec810605f774c1a9a3ed75de01826124.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LaLiga Santander,https://www.laliga.com/en-ES/player/foyth,6476,foyth,Juan Foyth,Foyth,Juan,Foyth,male,1998-01-12T00:00:00+00:00,,69.0,179.0,False,,,AR,Villarreal CF,VIL,1923-03-10T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/villarreal.png,8.0,Defender,https://assets.laliga.com/squad/2021/t449/p234908/512x556/p234908_t449_2021_1_001_000.png,Estadio de la Cerámica,https://assets.laliga.com/assets/2019/10/03/medium/ac940b8f6681d614e337d20d5bf7f0a8.png,61.0,25.0,36.0,25.0,1.0,,1.0,146.0,1.0,7.0,,4.0,1.0,,3.0,,,249.0,94.0,155.0,38.0,398.0,24.0,,25.0,,,1.0,,1.0,19.0,15.0,4.0,1.0,,188.0,69.0,119.0,,1.0,1.0,0.0,53.0,20.0,9.0,,,374.0,,958.0,,,1.0,,,,,,1.0,,43.0,22.0,125.0,1.0,,56.0,,,,,,,,,3.0,2.0,22.0,,9.0,3.0,,1.0,1.0,28.0,17.0,6.0,1.0,38.0,805.0,387.0,434.0,782.0,20.0,49.0,38.0,2.0,31.0,161.0,1932.0,19.0,42.0,39.0,22.0,245.0,974.0,1.0,5.0,820.0,69.0,18.0,154.0,1484.0,,6.0,6.0,12.0,13.0,1.0,37.0,94.0,66.0,117.0,1.0,4.0
LaLiga Santander,https://www.laliga.com/en-ES/player/iglesias,16539,iglesias,Juan Antonio Iglesias,Iglesias,Juan Antonio,Iglesias,male,1998-07-03T00:00:00+00:00,Valladolid,,,False,,,ES,Getafe CF,GET,1983-03-30T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/getafe.png,21.0,Defender,https://assets.laliga.com/squad/2021/t1450/p464283/512x556/p464283_t1450_2021_1_001_000.png,Coliseum Alfonso Pérez,https://assets.laliga.com/assets/2019/06/17/medium/b881ba5a6846e7ccdbc3a6a75a2c5e69.png,24.0,14.0,10.0,20.0,,,0.0,33.0,1.0,2.0,,,,4.0,6.0,,,102.0,51.0,51.0,13.0,107.0,9.0,,20.0,,,1.0,,,14.0,14.0,,,,78.0,37.0,41.0,,,,0.0,22.0,10.0,7.0,,,48.0,1.0,188.0,,,,,,,,,1.0,,20.0,6.0,51.0,,,6.0,,,,,,,,,4.0,,7.0,,5.0,13.0,1.0,10.0,9.0,5.0,6.0,10.0,,21.0,99.0,58.0,54.0,81.0,9.0,10.0,38.0,,38.0,51.0,709.0,11.0,21.0,16.0,17.0,191.0,194.0,,4.0,102.0,19.0,3.0,92.0,475.0,3.0,36.0,32.0,4.0,26.0,,45.0,104.0,24.0,47.0,0.0,1.0
LaLiga Santander,https://www.laliga.com/en-ES/player/juan-latasa,25591,juan-latasa,Juan Miguel Latasa,Latasa,Juan Miguel,Latasa,male,2001-03-23T00:00:00+00:00,,,,False,,,ES,Real Madrid,RMA,1902-03-06T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/real-madrid.png,29.0,Forward,,Estadio Santiago Bernabéu,https://assets.laliga.com/assets/2019/06/08/medium/e6695a8184f41deea3ad87dd9c12ab1f.png,,,,1.0,,,0.0,4.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,63.0,,,,,,,5.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,4.0,2.0,2.0,4.0,,,38.0,,,,9.0,,,,,2.0,5.0,,1.0,4.0,,2.0,1.0,7.0,,,,,,,,1.0,,1.0,0.0,
LaLiga Santander,https://www.laliga.com/en-ES/player/miranda-2,6276,miranda-2,Juan Miranda,Miranda,Juan,Miranda,male,2000-01-19T00:00:00+00:00,Olivares,79.0,185.0,False,,,ES,Real Betis,BET,1907-09-12T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/betis.png,33.0,Defender,https://assets.laliga.com/squad/2021/t185/p433530/512x556/p433530_t185_2021_1_001_000.png,Estadio Benito Villamarín,https://assets.laliga.com/assets/2019/06/17/medium/f211dabccff68741a75d175307d78f59.png,30.0,18.0,12.0,13.0,2.0,2.0,0.0,62.0,1.0,4.0,,3.0,,,5.0,,,97.0,47.0,50.0,22.0,162.0,7.0,,13.0,,,2.0,,,6.0,4.0,2.0,,,67.0,29.0,38.0,,,,0.0,46.0,15.0,5.0,,,7.0,,377.0,,,,,,,,,1.0,,12.0,6.0,36.0,,,157.0,,,,,,,,,3.0,2.0,9.0,,3.0,4.0,,5.0,5.0,4.0,16.0,5.0,1.0,10.0,298.0,168.0,144.0,297.0,10.0,11.0,38.0,,22.0,73.0,782.0,6.0,21.0,13.0,13.0,144.0,388.0,,5.0,307.0,21.0,11.0,81.0,637.0,,23.0,23.0,5.0,13.0,,28.0,80.0,24.0,53.0,0.0,3.0
LaLiga Santander,https://www.laliga.com/en-ES/player/juan-perez,1814,juan-perez,Juan Pérez,Juan Perez,Juan,Pérez,male,1996-07-15T00:00:00+00:00,Almudevar,83.0,187.0,False,,,ES,CA Osasuna,OSA,1920-11-17T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/osasuna.png,13.0,Goalkeeper,https://assets.laliga.com/squad/2021/t450/p208765/512x556/p208765_t450_2021_1_001_000.png,Estadio El Sadar,https://assets.laliga.com/assets/2021/01/20/medium/c1b35f03ff875a4a12c7dcbd477d964a.png,,,,2.0,,,0.0,,,,1.0,,,,,,,1.0,1.0,,,31.0,,,2.0,10.0,5.0,,,,3.0,3.0,,,,1.0,1.0,,,,,0.0,10.0,,,,,2.0,,20.0,,,,,,,,,,1.0,,,12.0,,,2.0,,2.0,1.0,1.0,1.0,,,,,,2.0,,,,,,,,,2.0,,11.0,9.0,6.0,8.0,3.0,,,38.0,,,,180.0,,2.0,,,21.0,35.0,,,14.0,,,21.0,47.0,,,,,9.0,,19.0,17.0,4.0,2.0,0.0,
LaLiga Santander,https://www.laliga.com/en-ES/player/juanlu-1,14613,juanlu-1,Juan Luis Sánchez Velasco,Juanlu,Juan Luis,Sánchez Velasco,male,2003-08-15T00:00:00+00:00,Montequinto,68.0,183.0,False,,,ES,Sevilla FC,SEV,1905-10-14T00:00:00+0000,https://assets.laliga.com/assets/2019/06/07/medium/sevilla.png,32.0,Defender,,Ramón Sánchez-Pizjuán,https://assets.laliga.com/assets/2021/01/20/medium/5a52ab192cd4e4b1cc3e3a752d99c4e8.png,,,,1.0,,,0.0,1.0,,,,,,,,,,3.0,2.0,1.0,,1.0,,,1.0,,,,,,,,,,,3.0,2.0,1.0,,,,0.0,1.0,,,,,1.0,,4.0,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,2.0,2.0,1.0,,38.0,,,,4.0,,,1.0,,3.0,4.0,,,2.0,1.0,,2.0,7.0,,,,,1.0,,1.0,1.0,1.0,1.0,0.0,1.0
